CUST_NO,EPOCH,TRANS_AMOUNT
2740,16/07/2014,3150
7992,02/11/2015,900
81,03/11/2014,1000
5015,01/10/2015,1400
7030,15/06/2015,750
3973,27/05/2015,850
7454,14/07/2014,800
2981,22/10/2014,1050
456,15/12/2014,850
3073,29/09/2014,1300
447,11/12/2014,450
1140,12/09/2014,900
5585,10/09/2014,900
7250,05/05/2015,750
4382,29/04/2015,750
5863,15/08/2014,800
8275,22/06/2015,1150
9481,24/02/2015,800
6070,29/07/2014,450
2391,26/06/2015,850
826,04/09/2014,350
235,30/01/2015,1000
2595,07/09/2015,1600
913,05/09/2014,1100
9636,28/09/2015,950
7041,02/06/2015,1250
5213,15/07/2014,600
5957,23/10/2014,2850
818,24/11/2014,1050
2151,27/10/2015,1100
152,20/03/2015,950
3209,29/06/2015,1700
5736,28/01/2015,1250
7504,05/11/2014,550
630,10/09/2015,1150
5379,24/03/2015,1150
714,10/03/2015,1700
9920,29/07/2014,700
5723,02/11/2015,1200
550,15/09/2015,850
4455,13/08/2014,700
3916,31/07/2014,300
5910,29/07/2015,2300
6486,30/06/2014,1450
2003,03/11/2014,1100
3990,28/10/2014,700
6109,21/08/2014,1400
9171,28/07/2014,400
4970,26/03/2015,2250
1919,11/05/2015,1450
3838,20/11/2014,4700
3578,18/02/2015,800
4613,10/08/2015,750
2756,16/09/2015,500
8603,15/06/2015,2300
3403,12/10/2015,650
8458,21/11/2014,800
2228,13/07/2015,4100
5212,02/02/2015,2100
4401,18/02/2015,450
2321,25/05/2015,400
6673,06/11/2014,1200
7429,13/07/2015,650
9167,22/12/2014,2000
1850,25/09/2015,650
1904,07/08/2015,1250
4460,18/05/2015,750
4982,02/11/2015,1150
1785,04/11/2014,1000
2638,21/09/2015,1600
9872,23/02/2015,900
6955,27/04/2015,1050
8461,05/08/2015,1450
4856,30/07/2015,2450
1955,24/09/2015,1650
5881,14/07/2014,1050
9466,16/02/2015,3300
8959,21/11/2014,1500
2740,16/12/2014,3100
7992,01/04/2015,950
81,01/10/2014,1000
5015,02/11/2015,1400
7030,15/09/2014,1000
3973,28/09/2015,850
7454,13/11/2014,800
2981,21/10/2015,850
456,13/11/2014,900
3073,28/08/2014,1300
447,13/07/2015,450
1140,14/07/2014,900
5585,12/10/2015,850
7250,02/06/2015,750
4382,24/06/2015,750
5863,15/10/2015,800
8275,22/09/2015,1150
9481,24/08/2015,800
6070,26/08/2014,350
2391,26/08/2014,850
826,05/08/2014,350
235,30/09/2015,950
2595,06/07/2015,1600
8063,18/08/2014,1200
9636,29/09/2014,950
7041,01/10/2015,1200
5213,15/08/2014,600
3470,11/12/2014,400
818,23/02/2015,1050
2151,24/11/2014,1100
152,22/06/2015,950
3209,28/08/2015,1700
5736,30/12/2014,1250
7504,07/09/2015,550
630,10/07/2015,1150
3977,15/06/2015,600
714,11/05/2015,1700
9920,30/03/2015,1300
5723,01/08/2014,1250
1217,15/10/2014,1000
4455,13/05/2015,700
3916,30/06/2015,600
5910,29/10/2014,2400
7728,27/10/2015,1100
2003,02/09/2015,1100
7834,16/12/2014,700
6109,21/07/2014,1400
9171,26/11/2014,400
4970,26/08/2014,2250
1919,10/12/2014,1450
3838,20/08/2014,4700
3578,18/05/2015,800
4613,08/01/2015,750
2756,18/08/2014,500
8603,13/01/2015,2300
3403,11/09/2015,2300
8458,21/07/2014,800
2228,12/01/2015,4100
5212,02/10/2015,2100
4401,18/07/2014,450
2321,23/09/2015,400
6673,06/03/2015,1150
7429,12/01/2015,650
9167,20/08/2014,2000
1850,27/02/2015,650
1904,09/02/2015,1250
4460,18/09/2014,800
4982,02/09/2015,1150
1785,06/10/2014,1000
2638,17/12/2014,1150
9872,22/09/2015,900
6955,27/05/2015,1050
8461,07/07/2014,1450
4856,31/12/2014,2650
1955,24/02/2015,1650
5881,13/10/2014,1050
4926,05/08/2014,900
8959,21/09/2015,1450
2740,17/10/2014,3600
7992,05/05/2015,950
81,02/02/2015,1000
5015,02/06/2015,1400
7030,14/08/2015,750
3973,28/10/2014,850
7454,14/09/2015,800
2981,21/08/2015,850
456,14/09/2015,850
3073,30/06/2014,200
447,13/10/2014,450
1140,12/12/2014,900
5585,10/11/2014,500
7250,01/09/2015,750
8564,20/02/2015,1150
5863,15/04/2015,800
8275,22/09/2014,1200
9481,24/03/2015,800
2253,05/05/2015,1950
2391,26/11/2014,850
826,04/08/2015,350
235,30/09/2014,2000
2595,07/04/2015,1650
8063,17/06/2015,1150
9636,28/10/2015,950
7041,02/11/2015,1200
5213,15/10/2015,600
3470,11/03/2015,400
818,23/06/2015,1000
2151,24/09/2015,1100
152,20/02/2015,950
3209,28/05/2015,1700
5736,28/11/2014,1250
7504,05/06/2015,550
3807,23/09/2015,600
3977,15/01/2015,600
714,10/11/2014,1750
595,11/12/2014,2550
5723,01/10/2015,1250
1217,15/04/2015,1000
4455,14/09/2015,700
3916,30/04/2015,300
5910,29/07/2014,2400
7728,27/11/2014,1200
2003,02/02/2015,1100
7834,16/04/2015,700
6109,21/09/2015,1400
9171,26/03/2015,400
4970,27/07/2015,2250
1919,10/09/2015,1450
3838,20/04/2015,4650
3578,18/03/2015,800
4613,08/06/2015,750
2756,16/10/2014,500
8603,13/11/2014,2300
3403,11/05/2015,2300
8458,22/12/2014,800
2228,12/08/2015,4100
5212,05/08/2014,2150
4401,18/08/2015,450
3040,31/08/2015,1100
6673,07/04/2015,1150
7429,11/05/2015,650
9167,20/04/2015,2000
1850,28/08/2015,650
1904,07/11/2014,1250
4460,18/11/2014,800
4982,05/08/2014,1200
1785,04/07/2014,1000
2638,17/04/2015,1150
9872,22/07/2015,900
2220,04/12/2014,300
8461,06/07/2015,1450
4856,18/08/2014,1700
88,27/08/2015,2500
5881,13/03/2015,1050
4926,02/10/2014,900
8959,21/01/2015,1450
2740,16/09/2015,3100
7992,02/06/2015,950
81,02/11/2015,1000
5015,01/10/2014,1400
7030,14/04/2015,750
3973,27/08/2014,850
7454,13/07/2015,800
2981,22/07/2014,1050
456,13/10/2014,900
3073,28/09/2015,1250
447,11/06/2015,450
1140,12/11/2014,900
5585,10/07/2015,850
7250,01/08/2014,800
8564,20/08/2014,1150
5863,16/03/2015,800
8275,22/04/2015,1200
9481,24/09/2015,800
2253,01/07/2014,1950
2391,27/07/2015,850
826,04/02/2015,350
235,30/07/2014,1000
2595,08/06/2015,1650
8063,19/01/2015,1150
9636,28/05/2015,950
7041,01/08/2014,1250
5213,15/12/2014,600
3470,16/07/2014,500
818,23/10/2015,1000
2151,25/08/2014,1100
152,21/07/2014,950
3209,30/06/2014,1750
5736,29/09/2014,1250
7504,05/01/2015,550
3807,23/09/2014,600
3977,15/10/2014,600
714,10/12/2014,1750
595,11/08/2014,2600
5723,01/07/2014,1250
1217,15/05/2015,1000
4455,15/06/2015,700
3916,31/12/2014,600
5910,30/06/2014,2400
7728,29/09/2014,1200
2003,02/07/2014,1100
7834,16/09/2015,700
6109,21/11/2014,1400
9171,28/09/2015,350
4970,26/01/2015,2250
1919,10/08/2015,1450
3838,15/09/2015,950
3578,20/07/2015,750
4613,10/11/2014,750
2756,16/03/2015,500
8603,14/07/2014,2300
3403,12/01/2015,2300
8458,22/09/2014,800
2228,13/10/2014,5600
5212,02/09/2015,2100
4401,18/09/2015,450
3040,30/03/2015,2200
6673,07/07/2014,1200
7429,11/08/2015,650
9167,20/10/2014,2000
1850,30/01/2015,950
1904,07/10/2015,1250
4460,19/01/2015,750
4982,02/07/2014,1200
1785,07/04/2015,1000
2638,17/11/2014,1150
9872,23/03/2015,900
2220,04/08/2015,300
8461,05/09/2014,1450
6293,17/07/2015,2150
88,27/08/2014,2500
5881,13/07/2015,1050
4926,02/09/2015,900
8959,21/07/2015,1450
2740,18/08/2014,3150
7992,02/02/2015,950
81,01/12/2014,1000
5015,03/11/2014,1400
7030,14/08/2014,200
3973,29/09/2014,850
7454,15/06/2015,800
2981,23/02/2015,850
456,13/03/2015,850
3073,28/07/2014,1300
447,11/11/2014,450
1140,12/10/2015,900
5585,10/07/2014,900
9282,09/07/2014,750
8564,20/05/2015,1150
5863,15/12/2014,800
8275,23/02/2015,1200
9481,25/08/2014,800
2253,02/03/2015,1950
2391,27/04/2015,850
826,04/07/2014,350
235,30/10/2015,900
2595,06/10/2014,1700
8063,17/07/2014,1200
9636,28/07/2014,950
7041,04/08/2015,1200
5213,15/10/2014,600
3470,12/01/2015,400
818,23/12/2014,1050
2151,24/07/2014,1100
152,20/11/2014,950
4221,04/07/2014,750
5736,30/06/2014,1250
7504,07/04/2015,550
3807,24/08/2015,600
3977,15/05/2015,600
714,10/06/2015,1700
595,12/01/2015,2550
7845,07/07/2015,1000
1217,15/12/2014,1000
4455,13/04/2015,700
3916,02/11/2015,300
5910,29/01/2015,2350
7728,27/02/2015,1150
2003,02/10/2015,1100
7834,18/05/2015,700
6109,22/06/2015,1400
9171,26/02/2015,400
4970,26/06/2015,2250
1919,12/10/2015,1450
3838,20/10/2014,4700
3578,18/09/2014,800
4613,09/02/2015,750
2756,16/12/2014,500
8603,13/07/2015,2300
3403,11/08/2014,2800
8458,21/10/2015,750
2228,14/09/2015,4100
5212,02/07/2015,2100
4401,18/11/2014,450
3040,11/08/2014,1100
6673,07/09/2015,1050
7429,13/10/2014,650
9167,22/06/2015,2000
1850,21/11/2014,650
1904,07/07/2014,1250
4460,18/07/2014,800
4982,04/08/2015,1150
1785,04/02/2015,1000
2638,17/10/2014,1150
9872,22/08/2014,900
2220,05/05/2015,300
8461,07/04/2015,1500
6293,17/12/2014,2150
88,27/03/2015,2500
5881,13/05/2015,1050
4926,02/01/2015,900
8959,22/06/2015,1450
2740,19/06/2015,3600
7139,28/01/2015,1000
81,02/03/2015,1000
5583,30/12/2014,1200
7030,14/07/2015,750
3973,27/08/2015,850
3228,29/09/2014,500
2981,23/03/2015,850
456,13/07/2015,850
3073,16/02/2015,1100
447,11/07/2014,450
1140,12/01/2015,900
5585,10/04/2015,850
9282,09/07/2015,700
8564,20/07/2015,1100
5863,15/09/2014,800
8275,22/05/2015,1200
9481,24/12/2014,800
2253,02/06/2015,1950
2391,26/05/2015,850
826,05/05/2015,350
235,30/06/2015,1900
2595,06/08/2015,1600
8063,18/03/2015,1150
9636,30/03/2015,1850
7041,02/01/2015,1250
5213,16/02/2015,600
3470,16/09/2014,500
818,23/03/2015,1050
2151,24/02/2015,1100
152,20/10/2015,650
4221,07/09/2015,850
5736,28/04/2015,1250
7504,05/03/2015,550
3807,23/04/2015,600
3977,16/03/2015,600
714,10/04/2015,1700
595,13/10/2014,2600
7845,08/09/2014,1100
1217,15/07/2015,1000
4455,13/10/2015,700
3916,31/08/2015,300
5910,29/05/2015,2350
7728,30/12/2014,1150
2003,04/08/2015,1100
7834,16/07/2014,750
6109,21/10/2015,1400
9171,26/06/2015,400
4970,28/07/2014,2250
1919,10/10/2014,1450
3838,22/12/2014,4650
3578,20/04/2015,800
4613,08/10/2015,750
2756,16/06/2015,500
8603,13/03/2015,2300
3403,13/04/2015,2300
8458,21/05/2015,800
2228,12/10/2015,4100
5212,02/03/2015,2100
4401,18/12/2014,450
3040,29/05/2015,1100
6673,06/10/2014,1200
7429,11/09/2014,700
9167,21/09/2015,2000
1850,31/07/2015,950
1904,08/12/2014,1250
4460,18/02/2015,750
4982,02/06/2015,1150
1785,04/12/2014,1000
2638,17/09/2014,1200
231,08/04/2015,1350
2220,04/02/2015,300
8461,05/10/2015,1450
6293,17/09/2015,2150
88,27/10/2015,2500
5881,15/09/2014,1050
4926,02/12/2014,900
8959,22/12/2014,1450
2740,16/07/2015,5250
7139,28/10/2014,1000
81,01/08/2014,1000
5583,27/08/2015,1200
7030,16/02/2015,750
3973,27/01/2015,850
3228,28/01/2015,450
2981,22/06/2015,850
456,15/06/2015,850
3073,30/12/2014,1250
331,09/10/2015,550
1140,14/09/2015,900
5585,10/12/2014,500
9282,09/02/2015,700
8564,22/09/2014,1150
5863,15/07/2014,800
8275,23/03/2015,1200
9481,26/01/2015,800
2253,01/07/2015,1950
2391,28/09/2015,850
826,05/10/2015,350
235,30/10/2014,1000
2595,06/02/2015,1650
8063,17/02/2015,1150
9636,28/07/2015,950
7041,01/09/2014,1250
5213,15/06/2015,600
3470,17/11/2014,500
818,23/07/2015,1000
2151,24/07/2015,1100
152,20/04/2015,950
4221,05/01/2015,700
5736,28/07/2014,1250
7504,05/02/2015,550
3807,23/10/2015,600
3977,17/08/2015,600
714,10/07/2014,1750
595,13/07/2015,2500
7845,08/12/2014,1050
1217,15/01/2015,1000
4455,13/10/2014,700
3916,31/10/2014,300
5910,30/03/2015,4650
7728,27/07/2015,1150
2003,02/09/2014,1100
7834,17/08/2015,700
6109,21/05/2015,1400
9171,26/09/2014,400
4970,26/09/2014,2250
1919,10/07/2014,1450
3838,20/05/2015,4350
3578,18/09/2015,750
4613,09/03/2015,750
2756,16/10/2015,500
8603,13/04/2015,2300
3403,11/03/2015,2300
8458,21/08/2014,800
452,24/09/2014,600
5212,02/09/2014,2150
4401,18/09/2014,450
3040,11/11/2014,1100
6673,06/02/2015,1150
7429,11/11/2014,650
9167,20/05/2015,2000
7503,30/03/2015,800
2058,11/02/2015,750
4460,20/07/2015,750
9239,30/01/2015,1950
1785,05/01/2015,1000
2638,19/10/2015,1600
231,09/02/2015,1350
2220,07/04/2015,300
8461,05/03/2015,1450
6293,17/04/2015,2150
88,27/01/2015,2500
5881,13/01/2015,1050
4926,02/02/2015,900
8959,23/03/2015,1450
2740,16/04/2015,3100
7139,28/11/2014,1000
4279,26/01/2015,750
5583,27/05/2015,1200
7030,15/12/2014,750
3973,27/02/2015,850
3228,29/06/2015,450
2981,24/11/2014,1050
456,14/07/2014,900
3073,28/01/2015,1250
331,09/12/2014,550
1140,13/10/2014,900
5585,11/05/2015,850
9282,09/12/2014,700
8564,20/10/2014,1150
5333,04/08/2015,1400
7822,01/07/2014,850
9481,24/07/2015,800
2253,01/04/2015,1950
2391,28/10/2014,850
826,06/10/2014,350
235,30/07/2015,950
9514,24/03/2015,1900
8063,17/12/2014,1150
9636,29/06/2015,950
7041,05/05/2015,1250
5213,17/08/2015,600
3470,11/02/2015,400
818,23/09/2015,1000
2151,26/01/2015,1100
152,20/05/2015,950
4221,04/11/2014,700
6934,22/09/2015,350
7504,05/09/2014,550
3807,25/05/2015,600
3977,15/04/2015,600
714,10/07/2015,1700
595,11/05/2015,2550
7845,07/07/2014,1100
1217,15/08/2014,1000
4455,13/11/2014,700
3916,30/09/2015,300
5910,29/04/2015,2350
7728,28/09/2015,1150
2003,05/08/2014,1100
7834,16/06/2015,700
9381,26/03/2015,850
9171,26/08/2015,350
4970,30/12/2014,2250
1919,10/09/2014,1450
3838,20/03/2015,4650
4150,20/04/2015,900
4613,08/09/2015,750
2756,17/08/2015,500
8603,13/08/2015,2300
3403,11/06/2015,2300
8458,21/01/2015,800
452,24/10/2014,600
5212,05/05/2015,2100
4401,18/03/2015,450
3040,11/09/2014,1100
6673,06/08/2014,1200
7429,11/08/2014,700
9167,20/01/2015,2000
7503,29/06/2015,950
2058,11/03/2015,750
4623,21/07/2014,1350
9239,30/03/2015,3850
1785,05/10/2015,1000
2638,17/06/2015,1150
231,13/01/2014,1400
2220,05/08/2014,300
8461,05/01/2015,1450
6293,17/11/2014,2150
88,27/04/2015,2500
5881,14/09/2015,1050
4926,02/07/2015,900
8959,21/10/2014,1500
2740,20/11/2014,3600
7139,28/09/2015,1000
4279,29/10/2015,1450
5583,27/10/2015,1200
7030,14/01/2015,750
3973,29/06/2015,850
3228,28/08/2014,500
2981,22/08/2014,1050
456,13/05/2015,850
1767,08/05/2015,850
331,11/08/2014,550
1140,12/05/2015,900
5585,10/09/2015,850
9282,09/01/2015,700
8564,20/10/2015,1100
5333,03/06/2015,1400
7822,01/10/2014,850
9481,24/04/2015,800
2253,02/11/2015,1950
2391,28/07/2014,850
826,04/06/2015,350
235,30/04/2015,1000
9514,26/01/2015,1900
8063,17/11/2014,1200
9636,28/08/2015,950
7041,02/02/2015,1250
5213,15/05/2015,600
3470,13/04/2015,400
818,23/09/2014,1050
2151,25/05/2015,1100
152,20/07/2015,950
4221,04/02/2015,700
6934,22/09/2014,350
7504,05/10/2015,550
3807,23/02/2015,600
3977,15/12/2014,600
714,10/02/2015,1700
595,11/09/2014,2600
7845,07/04/2015,1050
1217,15/09/2015,1000
4455,14/07/2014,700
3916,31/07/2015,300
1321,09/06/2015,1100
7728,28/07/2014,1200
2003,05/05/2015,1100
7834,16/03/2015,700
9381,30/12/2014,850
9171,26/01/2015,400
4970,26/08/2015,2250
1919,15/07/2015,1550
3838,22/09/2014,4700
4150,21/09/2015,850
4613,08/05/2015,750
2756,16/07/2014,500
8603,13/05/2015,2300
5312,28/07/2014,4150
8458,21/09/2015,750
452,26/01/2015,600
5212,02/10/2014,2150
4401,18/06/2015,450
3040,29/07/2015,1100
6673,08/06/2015,1150
7429,12/10/2015,650
9167,21/07/2014,2250
7503,27/07/2015,700
2058,12/01/2015,750
4623,22/09/2014,1350
9239,30/07/2014,1950
1785,04/09/2015,1000
2638,18/05/2015,1150
231,10/08/2015,1350
2220,05/10/2015,300
8461,05/12/2014,1450
6293,20/06/2014,450
88,27/11/2014,2500
5881,13/08/2015,1050
4926,03/11/2014,900
8959,23/02/2015,1450
2740,16/01/2015,3100
7139,28/10/2015,950
4279,29/09/2015,750
5583,29/09/2014,1200
7030,14/11/2014,1000
9499,30/06/2014,650
3228,28/05/2015,450
9953,09/09/2014,700
4290,28/07/2014,2250
1767,09/02/2015,850
331,09/04/2015,550
1140,12/08/2014,900
5585,10/10/2014,500
9282,09/09/2014,750
8564,20/03/2015,1150
5333,03/03/2015,1400
7822,01/10/2015,850
9481,24/10/2014,800
2253,01/09/2015,1950
2391,26/03/2015,850
826,06/07/2015,350
235,30/03/2015,1950
9514,24/07/2014,1200
8063,18/05/2015,1150
9636,28/04/2015,950
7041,03/11/2014,1250
5213,16/03/2015,600
3470,16/10/2014,500
818,23/07/2014,1050
2151,24/03/2015,1100
152,20/10/2014,950
4221,08/06/2015,850
6934,22/12/2014,350
186,11/05/2015,450
3807,23/07/2015,600
3977,16/02/2015,600
714,12/01/2015,1750
595,13/04/2015,2550
7845,07/08/2015,1000
1217,17/11/2014,1000
8095,28/08/2014,550
3916,30/09/2014,600
1321,09/02/2015,1150
7728,27/08/2014,1200
2003,02/07/2015,1100
7834,16/02/2015,700
9381,26/05/2015,850
9171,26/08/2014,400
4970,28/10/2014,2250
1919,12/01/2015,1450
3838,21/07/2014,1600
4150,22/09/2014,900
4613,08/12/2014,750
2756,16/07/2015,500
8603,14/09/2015,2300
5312,30/03/2015,4600
8458,21/10/2014,800
452,24/08/2015,600
5212,04/08/2015,2100
4401,18/05/2015,450
3040,29/10/2015,1100
6673,06/10/2015,500
7429,13/04/2015,650
9167,20/11/2014,2000
7503,02/11/2015,250
2058,12/10/2015,750
4623,30/06/2015,2600
9239,31/08/2015,1950
1785,04/06/2015,1000
2638,20/07/2015,1450
231,08/01/2015,1350
2220,04/03/2015,300
8461,05/08/2014,1450
6293,17/06/2015,2150
88,28/10/2014,2500
5881,13/11/2014,1050
4926,02/06/2015,900
7391,01/10/2014,750
2740,16/02/2015,3100
7139,29/06/2015,1000
4279,29/06/2015,750
5583,28/09/2015,1200
7030,14/09/2015,750
9499,28/08/2014,650
3228,28/10/2015,450
9953,11/08/2014,700
4290,28/10/2015,2200
1767,05/08/2014,850
331,09/01/2015,550
1140,12/08/2015,900
5507,11/11/2014,900
9282,10/11/2014,750
8564,20/11/2014,1150
5333,05/01/2015,1400
7822,02/11/2015,850
9481,24/06/2015,800
2253,01/09/2014,1950
2391,30/12/2014,850
826,04/12/2014,350
235,31/08/2015,950
9514,24/11/2014,1900
8063,17/04/2015,1150
9636,28/08/2014,950
7041,01/07/2015,1200
5213,15/09/2014,600
3470,18/08/2014,500
818,24/08/2015,1000
2151,24/08/2015,1100
924,07/04/2015,950
4221,06/07/2015,850
6934,22/07/2015,350
186,10/09/2014,450
3807,23/06/2015,600
3977,15/09/2015,600
7040,25/11/2014,1100
595,11/07/2014,2600
7845,07/10/2015,1000
1217,16/03/2015,1000
8095,28/10/2014,500
3916,31/03/2015,600
1321,09/10/2015,1100
7728,27/08/2015,1150
2003,02/10/2014,1100
7834,18/08/2014,750
9381,26/01/2015,850
9171,27/04/2015,400
4970,27/10/2015,2250
1431,08/12/2014,2200
3838,17/08/2015,950
4150,20/03/2015,900
4613,08/04/2015,750
2756,16/04/2015,500
6496,30/03/2015,1900
5312,30/12/2014,4150
8458,22/06/2015,750
452,24/02/2015,600
5212,02/12/2014,2150
4401,18/08/2014,450
3040,29/04/2015,1100
6673,06/05/2015,1150
7429,11/12/2014,650
7125,24/06/2015,800
7503,30/06/2014,300
2058,11/11/2014,750
4623,22/12/2014,1300
9239,30/09/2014,3850
7527,06/02/2015,1050
1851,18/05/2015,3500
231,09/03/2015,1350
2220,04/09/2014,300
8461,05/02/2015,1450
6293,19/10/2015,2150
88,30/12/2014,2500
5881,15/06/2015,1050
4926,02/09/2014,900
7391,01/07/2015,750
2740,17/08/2015,3600
7139,31/01/2014,650
4279,30/12/2014,750
5583,27/02/2015,1200
7030,14/07/2014,200
9499,28/08/2015,600
3228,28/08/2015,450
9953,09/07/2015,650
4290,30/12/2014,2200
1767,08/04/2015,850
331,09/09/2015,550
606,19/10/2015,850
5507,11/09/2014,900
9282,09/09/2015,700
8564,20/04/2015,1150
5333,03/09/2015,1400
7822,02/02/2015,850
9481,24/11/2014,800
2253,04/08/2015,1950
2391,26/02/2015,850
826,07/04/2015,350
235,30/12/2014,1950
9514,24/09/2014,1200
8063,17/10/2014,1200
9636,28/10/2014,950
7041,01/10/2014,1250
289,01/09/2015,650
3470,11/05/2015,400
818,25/05/2015,1050
2151,24/12/2014,1100
924,05/06/2015,950
4221,04/12/2014,700
6934,22/10/2014,350
186,10/10/2014,450
3807,24/11/2014,600
3977,15/07/2015,600
7040,30/12/2014,1050
595,11/02/2015,2550
7845,07/01/2015,1050
1217,15/07/2014,1000
8095,28/08/2015,500
3916,02/02/2015,300
1321,10/11/2014,1150
7728,28/10/2014,1200
2003,02/12/2014,1100
7834,16/07/2015,700
9381,26/09/2014,900
9171,26/05/2015,400
4970,26/11/2014,2250
1431,06/08/2014,2250
3838,20/01/2015,4650
4150,22/06/2015,850
8055,30/04/2015,1400
2756,16/02/2015,500
6496,28/10/2015,950
5312,15/10/2015,1300
8458,21/04/2015,800
452,24/12/2014,600
6982,28/04/2015,500
4401,20/10/2014,450
3040,11/07/2014,1100
6673,08/12/2014,1200
7429,11/03/2015,650
7125,24/09/2014,850
7503,27/10/2015,700
2058,11/07/2014,200
4623,30/03/2015,2600
9239,30/06/2014,1950
7527,06/03/2015,1050
1851,18/03/2015,3500
231,10/11/2014,1350
2220,06/07/2015,300
8461,05/11/2014,1450
6293,18/08/2014,2150
88,29/09/2014,2500
9153,14/07/2014,900
4926,04/08/2015,900
7391,04/08/2015,750
2740,16/09/2014,3150
7139,28/07/2014,1050
4279,02/11/2015,750
5583,27/08/2014,1200
7030,14/10/2014,1000
9499,29/09/2014,650
3228,28/10/2014,500
9953,09/07/2014,700
4290,28/08/2014,2250
1767,08/09/2014,850
331,09/10/2014,550
606,19/02/2015,900
5507,13/04/2015,900
9282,11/05/2015,700
8564,22/06/2015,1100
5333,03/02/2015,1400
7822,02/03/2015,850
1675,08/10/2014,1150
2253,02/01/2015,1950
2391,26/01/2015,850
826,04/11/2014,350
5643,28/04/2015,3300
9514,24/09/2015,1900
8063,17/09/2014,1200
9636,30/12/2014,950
7041,01/04/2015,1250
289,01/10/2014,650
8154,16/10/2014,200
818,23/10/2014,1050
2151,24/06/2015,1100
924,05/01/2015,950
4221,06/10/2014,700
6934,22/10/2015,350
186,10/07/2014,450
3807,25/08/2014,650
3977,15/10/2015,600
7040,25/06/2015,1050
595,11/06/2015,2500
7845,07/09/2015,1000
1217,16/02/2015,1000
8095,30/12/2014,500
3916,30/06/2014,300
1321,11/05/2015,1150
7728,27/03/2015,1150
2003,02/03/2015,1100
7834,17/11/2014,750
9381,27/10/2015,850
7646,01/04/2015,550
4970,26/05/2015,2250
1431,08/06/2015,2200
1840,12/05/2015,700
4150,20/10/2015,850
8055,30/09/2015,1400
2795,28/08/2015,2400
6496,28/11/2014,950
5312,28/08/2015,3450
8458,23/03/2015,800
452,27/10/2015,600
6982,30/12/2014,500
4401,20/07/2015,450
3040,29/09/2015,1100
6673,06/01/2015,1200
7429,11/06/2015,650
7125,24/12/2014,850
7503,27/04/2015,700
2058,11/12/2014,750
4623,30/09/2015,1300
9239,30/04/2015,1950
7527,07/04/2015,1050
1851,17/12/2014,3550
231,08/08/2014,1400
2220,06/10/2014,300
8461,07/09/2015,1450
6293,17/07/2014,2150
88,29/06/2015,2500
9153,14/09/2015,850
4926,02/11/2015,900
7391,02/03/2015,750
2740,16/10/2015,3100
7139,30/06/2014,1050
4279,26/03/2015,750
5583,29/06/2015,1200
7030,16/03/2015,750
9499,30/12/2014,600
3228,30/12/2014,450
9953,09/10/2014,700
4290,28/09/2015,2200
1767,08/09/2015,800
331,09/06/2015,550
606,19/08/2015,900
5507,11/03/2015,900
9282,11/08/2014,750
8564,20/01/2015,1150
5333,07/04/2015,1400
7822,01/08/2014,850
1675,10/08/2015,1100
2253,01/08/2014,1950
3628,16/03/2015,1800
7748,22/09/2014,1050
5643,30/12/2014,3300
9514,24/02/2015,1900
1094,07/08/2014,500
9636,28/01/2015,950
8253,22/09/2014,600
289,01/12/2014,650
8154,16/09/2014,200
9130,30/10/2014,450
2151,24/09/2014,1100
924,05/02/2015,950
4221,04/09/2014,750
6934,24/11/2014,350
186,10/07/2015,450
3807,23/07/2014,650
3977,17/11/2014,600
7040,25/05/2015,1050
595,11/03/2015,2550
7845,09/02/2015,1050
1217,15/06/2015,1000
8095,30/06/2014,550
2777,10/09/2014,950
1321,09/12/2014,1150
7728,27/04/2015,1150
2003,02/06/2015,1100
7834,16/10/2014,750
9381,26/06/2015,850
7646,02/06/2015,550
4970,28/09/2015,2250
1431,06/05/2015,2200
1840,12/06/2015,700
4150,22/12/2014,900
8055,30/07/2015,1400
2795,28/10/2014,2400
6496,29/06/2015,950
5312,29/09/2014,4150
8458,21/08/2015,750
452,24/11/2014,600
6982,28/08/2015,500
4401,19/01/2015,450
3040,29/06/2015,1100
6673,06/07/2015,1050
5070,30/10/2014,1250
7125,24/02/2015,850
7503,24/11/2014,700
2058,11/09/2015,750
4623,30/10/2015,1250
9239,30/07/2015,1950
7527,06/08/2014,1050
1851,17/10/2014,3550
231,08/05/2015,1350
2220,04/09/2015,300
8461,05/05/2015,1500
6293,18/05/2015,2150
88,27/02/2015,2500
9153,12/08/2014,900
4926,02/10/2015,900
7391,01/10/2015,750
2740,18/05/2015,5250
7139,28/08/2014,1050
4279,31/08/2015,750
5583,27/04/2015,1200
7030,14/05/2015,750
9499,30/03/2015,1200
3228,28/11/2014,500
9953,09/01/2015,700
4290,28/01/2015,2200
1767,09/03/2015,850
331,09/07/2014,550
606,19/08/2014,950
5507,12/01/2015,900
9282,09/06/2015,700
8564,22/12/2014,1150
5333,03/12/2014,1400
7822,02/06/2015,850
1675,08/04/2015,1100
2253,01/10/2015,1950
3628,15/12/2014,1800
7748,22/04/2015,1050
5643,02/11/2015,1700
9514,24/04/2015,1900
1094,07/05/2015,500
9636,30/06/2014,950
8253,22/01/2015,600
289,02/06/2015,650
8154,17/11/2014,200
9130,30/06/2014,450
2151,24/04/2015,1100
924,05/05/2015,950
4221,06/10/2015,850
6934,22/05/2015,350
186,10/09/2015,450
3807,23/03/2015,600
2402,05/09/2014,950
7040,27/07/2015,1050
595,11/11/2014,2600
