CUST_NO,BALANCE
4939,500
4966,8000
3798,1000
1996,1500
9958,1000
2444,47000
2115,16000
3603,1000
1397,21500
4171,18500
3521,500
6560,29000
5330,2500
1863,24000
2383,3500
7940,6500
7987,2500
1829,9000
6878,2500
8139,63500
3031,3500
9748,2000
9894,2500
6222,2500
6547,1000
4040,3500
3464,12500
2459,500
3524,7000
6727,7000
3598,5000
7767,4000
8975,1500
5172,44000
3380,6000
646,20500
7332,8500
5901,3000
9146,8500
8079,6500
109,4000
7751,3000
98,104000
9249,4500
8725,500
1354,12500
4004,25000
415,2000
3994,4000
1555,2500
1965,1000
8503,12000
1531,10000
3103,500
5389,4000
9253,5000
2802,2500
7491,5500
9530,2500
2288,1500
1114,4500
2546,1000
4658,7500
5495,4000
175,500
9423,500
8379,7500
475,1500
3053,4500
8565,1000
7855,8500
5641,11500
2954,500
4296,1000
3770,5000
9322,1500
6548,2500
384,500
909,6500
9079,500
3201,6500
2329,24000
9214,4500
5475,1000
2336,2000
7087,500
93,1000
7614,500
3566,24000
141,18500
8247,20000
8631,9500
2355,2500
8193,500
5815,5500
1942,3000
8534,1500
631,4000
3339,3500
5900,500
7611,5000
1984,5000
3810,16500
6751,3000
5741,29500
4329,500
9675,24500
1807,3000
846,6000
5194,6000
2500,1000
9831,2000
775,5500
1226,3500
921,1000
2929,2500
6620,9500
8050,1000
6158,4500
7187,19000
9850,8500
8533,3000
4564,51500
1587,500
551,500
5691,1500
7647,28000
1442,4000
6290,1500
9902,11000
8961,10000
6791,5000
3844,68500
8535,1000
5442,1500
1401,500
6657,3000
3965,1000
368,10000
4379,6500
1945,26000
155,2000
6049,4000
6645,3000
2815,9000
5303,5500
8605,1000
7827,4500
2790,4500
317,15000
8205,500
8217,10500
5211,1000
1815,11500
4343,1500
5917,2000
7432,38000
7939,7500
6977,1000
7227,1000
9499,15500
9111,92500
9985,10000
9585,2000
1745,6500
2187,5500
5989,14000
4740,1000
6573,23000
2902,2000
2845,10000
9602,12000
9594,500
6500,2500
4299,16000
9959,2500
7451,500
7655,1000
2188,500
7221,92000
5696,6500
928,1500
9197,23500
6875,1000
7719,500
10,500
199,7500
1655,13500
6787,2500
6069,1000
9115,500
6476,500
8444,7500
1456,3000
498,3000
7633,16000
58,9500
1512,1000
6610,500
102,3500
6464,2000
4479,5500
9226,500
9757,3500
1506,500
6706,500
71,30000
4904,1500
4543,10000
1451,1500
2713,3000
2698,8000
8818,7500
8419,252500
3182,1500
8335,216000
8594,16500
8207,6500
6565,2500
1381,12500
8140,2500
7710,1000
2600,3500
7880,1000
8856,1000
6063,500
893,5500
1695,1500
2241,2000
5065,2500
3458,4500
3199,20000
9030,1500
134,3500
9950,20000
2969,9000
2260,11500
667,53500
5375,7500
2649,5000
1692,1500
9736,9500
4310,9000
7202,500
9311,15000
4519,9000
157,500
6066,2500
4546,42000
9290,1000
3018,1500
1219,1000
6121,1500
5808,3000
8831,4000
6948,500
3476,1500
8200,40500
4380,500
5739,2000
1726,10500
3099,3500
3935,51000
6038,500
2424,5500
3604,2000
6400,1000
3742,2000
8490,2500
6887,4500
6229,21000
6562,500
6233,5500
8796,23500
9922,4000
736,2000
1537,14000
6132,32500
5353,52500
180,4000
5436,2500
1343,500
5661,4000
2924,7000
4378,3500
2869,13000
7792,10000
4835,2500
5894,2000
2174,12500
3072,3000
5362,16000
2878,5500
2571,1000
4152,11000
1125,2500
3830,390500
8252,2000
2905,3000
6327,2500
40,1000
5261,9000
8068,1500
8443,1000
333,3000
8791,1000
4856,1500
6918,1000
2807,15500
8481,17000
2499,1000
3843,5500
8541,2500
3488,1000
20,1500
2215,3500
7606,1500
4973,1000
7152,2500
4585,4000
5267,9000
2715,3000
1395,5500
6342,500
8709,4000
723,2000
8538,1000
8621,3500
6601,6500
2365,1500
9741,12500
8346,2000
7977,2500
5968,4500
3625,2500
6142,6500
82,6000
1238,500
6733,7500
788,10000
7936,1000
152,500
7517,10000
8675,500
4256,27000
2194,6500
4139,19500
9523,500
3755,7500
1100,8000
3794,3500
461,20000
9147,1000
3194,57500
1259,7500
5622,3500
1301,500
2744,3000
7638,14500
6283,9500
3262,500
1106,10000
4803,3000
1379,1000
4404,10000
7115,2000
5510,500
6534,2500
5567,9000
3068,1500
8212,3500
8774,1000
9371,6500
3896,500
6042,67000
1502,9000
812,1500
2303,2000
1577,13000
8127,3500
8722,4000
9632,1000
8010,4500
3885,1500
6293,3500
9707,1000
6138,2000
9979,1000
2389,3500
3955,5500
2111,50000
3039,6500
8781,2500
3648,12500
8294,1000
7437,3000
6237,1500
4514,500
5017,175500
447,6000
8348,3000
2332,2500
8360,42000
7055,500
7641,29000
1930,5000
6814,3500
7768,1000
5351,1500
2851,3000
1891,1000
563,500
2152,3000
4450,1000
9572,8000
4101,1500
4304,2000
3143,1500
1952,6000
924,1000
2915,1500
4245,15000
364,2500
9528,14000
1032,7000
9065,1500
907,3000
6168,1000
400,500
2666,6000
2923,7000
9049,500
7329,3500
4129,500
7414,500
2380,1500
6744,17500
2471,6000
2230,19000
6144,13500
8466,7000
8566,500
4587,10000
6470,2500
5243,5500
9366,2000
7280,4500
4396,25500
5748,1000
5345,26500
6673,3500
1651,2000
8972,13000
3120,500
4031,10000
76,500
2596,500
1691,30500
146,5000
1386,1500
1762,1000
8420,22000
8167,500
7090,13000
4251,3000
1836,1000
6537,6500
5791,500
4465,5000
6169,9500
4293,2500
9291,1000
7695,1000
2788,500
3814,1500
8580,25500
3718,500
331,11000
6572,11000
5113,2500
5112,7500
4912,1000
5050,4000
2748,2000
4200,1000
5286,9000
7840,1000
9211,4500
5806,500
9884,14000
5592,22500
6366,33000
95,500
5503,12000
1606,500
3490,9000
7009,1500
3208,4500
3267,2000
3026,3500
478,2500
5207,13000
5379,1000
8273,5500
4813,1500
4512,7500
550,11500
4992,6000
8659,3500
121,1500
3649,2500
4981,6500
3129,1000
3305,15000
7764,2500
5368,1000
4891,2500
7390,14000
8660,1500
3492,575500
6417,10000
1963,2500
2393,1000
2351,4000
8340,12500
5212,4500
1674,2000
8761,1500
5043,16000
7429,500
9599,2000
3059,4500
4764,3000
2235,12500
209,2000
5439,6500
4220,89000
566,1000
1091,26000
2942,6000
2077,500
6432,500
2232,4500
473,500
3569,59500
42,3000
5396,3000
3311,3000
5458,38500
6919,2000
1859,4000
594,1500
5812,18000
4711,28500
1130,3000
1686,2000
4435,8500
5906,500
9165,1000
4254,20000
3429,40500
1834,2500
7743,1500
3635,3000
2418,1000
3599,69500
6633,62500
5260,4000
4517,3000
2148,2000
1124,1500
7801,36000
601,1500
2231,29000
6494,8500
8737,3500
7605,2500
7781,10000
27,1500
6589,12000
3977,500
7831,26000
8880,24500
3261,1500
1217,1000
3014,8000
2777,12000
5910,1000
273,13000
3952,1500
7465,5500
4346,6500
4935,9500
3211,500
7063,500
725,2500
1604,2000
2921,1000
9090,10000
8603,1000
9190,6500
7910,6500
9727,1000
4805,3500
9808,2000
5003,6000
4969,1500
5070,72500
6090,3000
7496,500
4654,2500
5858,2000
3472,6500
92,1000
9409,2000
6194,5000
4138,2500
9598,20500
4233,500
1105,4000
2610,9000
8908,1500
7515,4000
4504,3500
2720,500
8177,7500
9733,500
3517,60000
9257,5500
7454,14500
8619,65500
705,500
4924,500
897,6000
2908,1500
3606,3000
823,1000
4382,3000
2914,5000
6861,4500
9481,1500
9531,1000
2391,2000
3931,10000
3246,6500
5804,1500
1503,5000
9351,7000
3683,11000
3685,1500
4090,29000
4041,2500
5202,500
4712,45500
2553,2500
4809,22000
4777,38000
6539,6500
1142,500
7245,14000
861,6000
6968,500
8156,6000
4455,5000
4649,4000
1321,2000
6653,2500
2003,1000
5594,500
2466,3000
2415,4000
8502,2500
4481,2000
8732,500
5845,7000
3232,2000
9885,10000
6496,4500
3434,2500
3325,500
6208,1500
5122,4000
4401,1500
5888,8000
8269,1000
5069,3000
4618,4500
7112,1000
3402,3000
4460,9000
9651,2500
7133,22500
2638,13000
6024,3000
6955,3000
4451,500
1664,5500
4798,1500
6901,2000
5095,500
1782,4000
7014,7500
7680,3500
5221,1000
1987,12000
6856,1000
656,2500
3228,42000
2981,1500
4262,1500
5844,3000
1626,4500
3224,11000
5698,500
50,3500
8564,2000
5263,14500
2523,9500
1675,19000
446,58500
3628,2000
1877,17000
7956,500
9183,28500
913,500
5785,5000
4909,25500
5213,1000
6550,29000
7907,8500
9898,4500
3276,1500
4505,4500
964,22000
9107,2000
160,2000
4761,1000
2537,4500
2341,59000
5457,2500
5264,8500
8095,5000
288,9000
6639,500
9186,1000
3714,12500
3820,2500
5089,11500
4307,3000
433,500
7043,1000
3838,15000
6882,29000
651,500
3257,10000
4131,6500
2146,2500
4643,35500
2228,18000
6555,1500
2859,1500
8551,3000
6575,11500
1966,12000
3538,2000
4103,10500
1904,23000
4623,73000
4297,1000
7191,53500
1851,6000
602,1500
2220,2000
9756,12500
6881,500
360,21000
6068,1500
9466,33000
4836,500
5336,10000
7992,1500
9055,19000
9114,1500
825,2500
6124,7500
4866,154500
9953,14000
2127,500
6468,500
1846,7000
6783,1000
9755,4500
7797,2500
5920,111000
5863,2000
9343,500
410,57500
441,67000
1670,2000
7804,3000
3349,1500
1934,5000
8063,2000
3494,1000
1541,5000
289,1500
8582,90500
1874,1500
5390,9500
8884,6500
3209,33500
750,1000
7209,5500
6414,2000
4128,14000
6187,12500
9177,500
6076,2000
9970,1000
4266,149500
4059,17000
2573,2500
6486,74000
3622,7500
570,7500
3284,1000
8272,3000
4510,1000
9674,1000
1840,500
1396,1000
4613,7000
4726,10000
6497,1500
6376,6500
5686,58500
452,4000
6215,1000
8042,1500
6397,4000
2557,1000
5830,16000
8985,3500
1850,20000
2058,1000
1188,1500
4982,1000
6594,2500
2960,7500
8077,31500
1423,2500
2513,14500
1180,1500
5420,1000
4448,500
4926,7500
2626,1500
3291,158500
7139,500
9255,20500
9856,1000
4576,2000
5738,2000
9924,5000
3154,9500
2007,1000
292,500
1140,3500
6778,1000
477,2000
3453,500
5333,1500
8275,14000
5299,15000
6070,3000
3792,1500
119,500
235,1000
5522,6000
1094,3000
830,2000
7041,1000
783,3500
5957,1000
8230,1500
1588,5500
1889,6500
4221,500
8980,12500
9318,1500
4252,500
1501,3000
3932,3500
9920,3000
2370,9000
1488,2000
5848,1500
1263,500
2891,9000
7728,14500
6324,1000
8840,44500
9381,55000
4547,1000
4620,1000
7057,16500
1972,1000
3578,2000
8055,33000
7755,10000
974,42000
5979,1000
5564,103500
4831,3500
4858,2500
1666,5000
2321,2500
4276,2500
8125,13000
3083,1500
7503,3500
4406,9500
9566,2000
9239,3500
5755,33000
5810,1000
6443,2500
9179,500
7753,4000
7775,2500
3159,500
5562,500
4244,1500
4389,3500
5566,6500
5826,6000
7778,4500
639,15500
858,500
1338,40500
553,9500
9909,2500
1029,7500
606,3000
4983,3500
7250,500
8219,4000
9646,1500
7822,15000
8364,7000
2253,500
3001,2000
6242,9000
5643,17500
6709,1000
5942,500
6694,500
8253,1000
9587,2000
8154,500
9804,1000
1420,3500
4923,2000
6804,5000
189,137500
7504,500
8472,1000
6541,1000
8702,5500
595,1000
5962,5000
1734,14500
7368,10500
3310,3000
9609,5500
5664,2500
9812,5000
1273,500
8087,500
6394,2500
1068,9500
5814,500
8957,500
4150,1500
9955,12000
7235,10000
5703,500
6932,1500
3728,1000
7050,10000
803,1000
2458,15000
2892,14000
445,13000
8758,21500
9167,24000
3764,6000
6730,7000
6691,1500
9746,5000
1785,109500
5232,2500
5467,11000
5955,2000
9151,2000
8499,29000
1955,1000
2489,149500
8511,3000
2865,500
264,1500
4123,1500
5015,4000
8307,3000
4366,8000
6661,9500
6457,5500
456,4500
3073,6000
2171,3500
2487,1000
9282,500
3697,5500
248,3000
2855,7500
2899,10000
3346,1500
2789,1000
9448,1000
2185,8500
5118,1500
7048,8000
685,23000
1128,500
5214,94000
5752,5500
784,1500
6897,500
4498,8500
1435,1000
5736,10000
186,3500
8093,29500
1207,4000
1781,1500
5617,2500
5723,500
1918,32000
6632,500
8912,3000
5337,1500
2103,5000
6309,42000
3990,8500
8677,26500
9519,500
8168,7500
7105,2500
7246,7000
1523,2000
9606,52500
5144,10000
4362,87500
8394,500
8458,2000
8656,6000
7963,2000
4794,500
9467,2500
419,6000
7736,1500
7125,5500
9212,4500
5981,500
8396,2000
3290,16500
7527,1500
4391,4000
8132,500
5141,14500
8461,7500
2935,6500
1983,3500
4175,25000
2051,4500
7361,29500
4201,1500
1638,3500
5583,1500
8220,500
2562,1000
3436,40500
1126,12500
4290,1000
1767,1000
573,6000
2275,1500
4202,87000
4978,6500
8134,1500
1894,15000
5347,500
9490,7000
6336,9500
7748,1000
2682,5000
3034,2000
935,500
6204,500
3851,1500
9304,1000
3796,14500
7604,12500
6282,9500
7619,500
9832,500
6934,3500
5742,2000
630,1000
634,500
5719,2500
3345,4500
7845,1000
4410,2500
1081,500
4921,9500
612,5000
9947,500
9102,1000
7834,2000
5555,3000
7444,3000
85,1500
1919,3500
4665,14500
161,18500
5120,6500
8896,10000
8969,2000
6808,500
2,13500
7128,28500
6039,4000
5042,500
852,1000
2825,19500
3526,17000
7899,1000
4569,2000
6196,12500
7846,8000
2322,2500
3326,1000
3243,4000
9872,13500
7001,1500
7061,87000
7072,1500
8509,5000
5881,3000
7391,14500
4723,1500
184,1500
7086,1500
4096,1000
7030,2000
3549,3000
3963,500
299,7500
1789,13000
4368,1500
1112,4500
3090,5500
2120,7500
4818,15500
5550,1000
7211,7000
6533,93000
2348,2500
5761,38500
3609,2500
3774,500
6372,1000
752,78500
9753,1500
3081,7000
8990,7500
9963,232500
4137,500
278,2000
1103,4500
1109,3000
9098,500
6599,4500
3807,23500
9834,500
8287,6000
1047,5500
3056,9000
2976,500
5816,2000
8804,31500
329,2500
7258,5500
4274,2000
8646,6000
2097,1500
9809,3000
4970,21000
1431,5000
9901,2000
2512,2000
7871,500
5040,10000
6725,5000
627,500
8901,2000
6756,27500
318,500
2129,49500
1348,86000
8754,1000
7708,3500
2434,3000
7425,10500
3910,3500
1753,2000
5922,54000
4668,6500
6239,2000
231,500
5586,1000
353,5500
7557,19500
2086,500
9153,19500
2767,3500
6174,1000
4333,500
266,42500
3131,1000
6766,1000
5128,1000
9966,1000
34,1500
2024,500
5327,5000
9980,1000
1300,1000
7608,3500
1892,4500
8641,2500
5026,19500
4810,19500
6871,5000
8343,9500
7207,500
2595,4000
9677,1000
5235,39500
4312,500
8089,4500
3162,500
8949,65500
3006,2000
6962,5500
7394,1000
3110,10500
6842,3000
3321,2500
3926,7500
7343,1000
2172,2500
4863,2000
4524,10000
5749,7500
5992,3500
8162,2500
268,3500
1737,500
8131,3000
6099,6000
901,1500
9824,9500
2427,8500
2540,500
3377,10000
3645,1500
5312,47500
1856,9000
8734,1000
5410,3000
7833,5000
2191,4000
9088,4000
7596,18000
9925,10500
5134,1500
9861,3000
103,2500
4748,500
9011,5500
1161,3000
7173,12000
5514,4000
1561,40500
1365,206000
5014,1500
4907,1000
5054,25000
7120,1500
2476,47000
8249,17500
6178,6000
3741,1000
9438,500
8547,500
2168,2500
1470,1000
5585,500
1768,2500
67,5500
1434,5500
9420,1000
8826,3000
4565,15000
6722,2500
2858,6000
4438,8000
9514,500
1960,44500
9636,3500
7289,10000
8224,12500
6279,6000
5309,7000
1214,5500
1820,6500
9883,1000
9595,1000
6412,1500
8707,1000
3094,9500
985,6000
6607,500
1015,2500
8618,2500
4000,1500
7635,12500
8934,93000
7888,57000
5459,1000
8790,1500
1412,4000
3744,8500
6742,10000
7279,6000
7874,3000
7986,12500
5764,3000
641,1000
9195,2000
4653,6000
101,9000
1974,1000
621,3500
7328,5500
2584,7500
546,2000
5993,2500
5500,500
6236,500
948,500
6960,8500
2433,5000
999,6000
7814,2000
5074,1500
6758,3500
3749,18500
767,5000
6892,28500
7908,2000
1828,3500
8988,4500
733,1500
6315,2500
7123,1000
5507,500
1654,280000
4232,14500
4529,5000
5406,36000
2511,5000
4823,5000
7862,1000
1437,1500
9497,27500
1646,1500
2623,6000
959,8000
818,5500
2151,4500
5701,20000
7254,5000
2521,2500
5127,1000
7995,4500
1058,500
997,3500
3984,2500
6489,5500
8744,500
6264,3500
4032,2000
9171,500
5501,40500
210,2500
9537,3000
5105,4000
2773,1000
6032,10000
5434,40000
582,2500
8469,1000
4603,71500
238,7500
2078,1500
3946,1000
1282,140500
6319,4000
1215,1500
5371,4000
9172,2000
439,10000
74,7000
2284,500
187,1500
6847,3500
4850,10000
3560,1500
3271,2500
3372,5000
7091,3000
9474,3500
2225,1500
81,9000
143,15000
8449,3000
2066,83500
9706,3000
6583,2500
7493,13000
6426,4000
782,5500
8657,1500
5907,26500
7312,37000
2642,8000
2606,500
7149,18500
459,5500
7653,1500
7357,1500
7771,2000
55,10000
9130,500
7988,1000
4963,6500
5268,1000
5253,3500
2575,500
3460,3000
4030,500
1999,4000
5104,2000
6612,2500
6213,1000
2059,1000
9678,16500
7646,4500
1313,2000
6994,5500
865,4000
1416,1000
9242,5500
2027,10000
2356,4500
4792,2000
9194,500
5839,11500
5142,12000
8953,500
8110,5500
8876,500
428,2500
6796,9500
6854,9000
586,13500
7000,500
2618,5500
1204,61000
4315,18500
6356,6000
5978,1500
7848,500
4180,7500
722,1500
1554,1500
1495,500
1774,7500
4279,1000
5692,2500
9524,500
9957,6500
1270,4500
8101,22500
4950,3000
7896,500
8633,5500
1752,1500
4217,3500
2311,1500
9084,1500
5088,6000
4419,1500
8955,7000
860,21500
275,12000
5149,4000
8169,1500
6193,130000
7192,27500
6128,8000
6185,2500
1454,6500
9314,8500
1001,29500
4038,144000
9954,3000
7066,3000
9556,2500
1147,7000
4355,25500
198,500
4958,1500
7850,4000
5706,31000
7961,2000
4328,10000
6361,16000
6755,21000
2462,4500
5270,50000
1848,4000
9500,1500
7447,11500
9016,4500
1487,6000
5676,2000
4357,1000
6880,15500
3797,2000
7539,500
2554,31500
3518,7000
8931,4000
7610,2000
1174,500
535,4000
6652,5000
1803,2500
1825,1500
6714,1500
9277,9000
3902,2500
5398,7500
19,2500
9844,1500
8454,500
4893,14500
8024,2500
3826,12500
2578,2500
4783,7000
5161,7000
6964,3000
7162,10000
9891,5500
8377,1500
1418,52000
4718,2000
8766,5000
6202,1000
8699,500
8311,1000
1168,40000
3593,1500
2737,1000
5521,2500
5191,14500
3861,6000
4493,10000
3850,159500
3213,15000
1073,6000
2574,500
56,5000
5638,4000
2337,2000
3058,4000
2396,1500
2974,2500
3467,4500
3784,3000
6120,8500
9336,2000
1213,9500
4960,123000
5670,1000
9671,2500
8600,2500
3367,2500
3664,16500
7427,500
4917,5000
1405,6000
5912,2000
9432,4000
1925,8000
8241,2500
4350,3000
6980,1000
9452,1000
3314,7500
6353,500
2481,74500
5977,1000
2195,2500
1841,1000
5730,5500
8703,500
9040,1500
1332,3000
377,44000
1438,500
9608,129000
9476,2500
5959,5000
252,10000
5033,4500
4423,20000
8289,4500
538,500
8479,1000
9576,500
1888,1500
8825,1000
1202,3000
6943,4500
1164,2000
8907,10000
6564,3000
5718,3000
2112,500
9479,500
7359,1500
7017,4000
2877,500
7891,9000
8671,3000
6942,2000
5964,2500
7007,5000
7047,5000
9178,1000
1935,5000
8938,15000
2761,2500
9461,4000
867,4000
6819,500
241,4500
3343,3000
5821,5000
3558,4000
3917,8000
9184,40500
2520,3000
4282,3000
3897,10000
5164,1000
3684,2500
2730,15500
3416,500
6753,1000
4194,3000
2076,48000
8696,500
9601,1000
5674,4500
5147,3000
7642,7500
9952,2000
3760,10500
7570,2000
2633,5500
9112,5000
7813,500
492,1000
9299,3000
24,1500
6094,9500
1335,298500
2497,500
6083,500
7243,500
5865,500
797,500
4734,500
8999,500
6339,2500
5896,18000
2764,1500
926,45000
1711,1500
4682,500
7316,500
7081,10000
7872,9000
2038,3500
5995,19000
1260,27500
6314,5500
6566,3000
5662,4000
6463,8000
8595,1000
7365,7000
2708,7000
2922,500
1760,36500
855,6000
7114,10000
2688,2000
4191,1000
7821,4000
5744,1000
7462,2000
3970,500
3819,12500
9635,5500
5181,15500
1897,8500
4837,5500
8447,1500
5138,3000
1729,500
1618,3000
6430,1500
5025,4500
9552,4000
1123,500
4033,10000
4820,1500
2724,6500
7843,1500
9964,27000
6681,149000
8328,1500
3424,1000
2875,3000
5324,16500
3906,5500
3030,500
7548,7500
557,3000
5355,500
1003,500
7682,1000
8784,7000
8794,9500
8013,5000
277,4000
1809,26000
2517,500
314,3000
7206,2000
1483,500
5866,7500
5625,4500
3418,10000
3671,73000
7143,500
2314,2000
1708,1000
510,81000
4640,1000
3953,500
1566,3500
1477,5000
8574,1000
3585,1500
4369,1000
6211,18000
217,9000
8151,2000
423,9500
9051,3500
1933,21500
2894,500
5720,3500
5681,10000
3229,7000
1376,3500
9661,4500
5891,2000
5515,3000
604,3500
8229,500
4525,59000
2016,4500
2244,4000
3754,5000
7421,4000
2519,1000
851,1000
3856,500
8767,4500
8543,10000
9691,2000
1067,2500
9136,500
3996,2500
8331,9500
2340,7000
7628,1500
3663,53500
8874,15000
5745,10000
13,1000
8046,2500
8149,500
4335,10000
7997,3000
9395,1000
6216,4500
9805,25500
6114,11500
3298,5500
7780,500
4816,9500
8968,13500
3320,2500
5871,4000
8883,10000
1943,500
6893,8500
2277,27000
1382,94000
8820,3500
8496,500
2757,500
6245,500
1440,10000
4387,500
1345,6000
8074,2000
129,4000
742,5000
4558,500
9763,10000
3497,7000
2932,5500
8571,4500
4156,113500
1769,2500
2109,10000
6051,11000
9072,500
1378,10000
4325,3000
5713,16500
6693,10000
3218,1000
816,10000
6439,3500
3151,10000
8251,1500
6447,10000
2055,2500
1136,10000
3686,1500
8094,10000
2333,10000
6452,10000
3581,10000
669,10000
8143,10000
9248,10000
6999,10000
9549,10000
4427,10000
4827,10000
3783,10000
1473,10000
739,10000
3918,10000
450,10000
5400,10000
9062,10000
1209,10000
3163,10000
9473,10000
4045,10000
1243,10000
5658,10000
8763,10000
8959,10000
78,10000
6349,10000
7980,10000
1993,10000
9399,10000
3357,10000
7681,10000
8370,10000
7603,10000
8456,10000
8771,10000
196,10000
3358,10000
3743,10000
3894,10000
127,10000
6982,10000
8053,10000
9156,10000
4067,10000
8964,10000
4954,10000
1536,10000
1019,10000
5461,10000
1731,10000
9100,10000
5659,10000
5747,10000
6257,10000
2002,10000
3973,10000
4953,10000
1358,10000
2555,10000
3573,10000
5167,10000
8942,10000
1625,10000
1791,10000
1505,10000
7443,10000
2780,10000
4811,10000
1622,10000
3862,10000
3360,10000
7364,10000
4240,10000
8118,10000
2200,10000
7705,10000
6450,10000
853,10000
9296,10000
1971,10000
970,10000
8114,10000
7164,10000
8775,10000
1264,10000
930,10000
2398,10000
4021,10000
222,10000
2832,10000
5466,10000
60,10000
6951,10000
2566,10000
8270,10000
6358,10000
2440,10000
6956,10000
154,10000
6102,10000
2069,10000
7199,10000
427,10000
5861,10000
4300,10000
2556,10000
444,10000
8398,10000
5623,10000
9981,10000
6337,10000
1594,10000
9335,10000
760,10000
5902,10000
2039,10000
6406,10000
1060,10000
3317,10000
4671,10000
2735,10000
3799,10000
887,10000
5936,10000
304,10000
345,10000
5099,10000
140,10000
1653,10000
969,10000
4483,10000
6103,10000
6523,10000
7161,10000
6082,10000
9774,10000
7654,10000
2912,10000
1304,10000
7370,10000
2975,10000
7389,10000
3927,10000
3422,10000
8742,10000
5019,10000
4148,10000
3318,10000
6662,10000
3189,10000
7857,10000
5966,10000
3272,10000
3995,10000
372,10000
1352,10000
6876,10000
835,10000
4916,10000
8974,10000
7085,10000
2407,10000
8800,10000
6291,10000
4602,10000
4055,10000
8793,10000
3403,10000
104,10000
1329,10000
1220,10000
5393,10000
6631,10000
8925,10000
8313,10000
6212,10000
8359,10000
5530,10000
5259,10000
5265,10000
9108,10000
8470,10000
5982,10000
2214,10000
6330,10000
3130,10000
4918,10000
6010,10000
1605,10000
9370,10000
9355,10000
4397,10000
7069,10000
7766,10000
746,10000
1255,10000
2335,10000
5023,10000
3564,10000
7222,10000
4087,10000
6518,10000
6086,10000
5229,10000
9398,10000
4025,10000
596,10000
7124,10000
4575,10000
1465,10000
8476,10000
2022,10000
1715,10000
8060,10000
5702,10000
4106,10000
931,10000
2949,10000
2317,10000
714,10000
2402,10000
8745,10000
3144,10000
8548,10000
3309,10000
7663,10000
6344,10000
5006,10000
5958,10000
1384,10000
7023,10000
7772,10000
8654,10000
8100,10000
2283,10000
9899,10000
3515,10000
1366,10000
6781,10000
4331,10000
3890,10000
2249,10000
2156,10000
4883,10000
5244,10000
2089,10000
7818,10000
506,10000
3306,10000
2831,10000
7428,10000
1985,10000
3985,10000
7749,10000
3692,10000
135,10000
5548,10000
3249,10000
4,10000
6176,10000
4140,10000
3574,10000
7278,10000
1424,10000
5786,10000
7947,10000
4599,10000
7040,10000
6972,10000
7356,10000
4755,10000
5377,10000
9995,10000
2349,10000
6527,10000
6954,10000
4979,10000
856,10000
842,10000
2597,10000
9904,10000
6113,10000
5430,10000
2740,10000
5469,10000
791,10000
8334,10000
7938,10000
9328,10000
2628,10000
8869,10000
5098,10000
9455,10000
5238,10000
3024,10000
7994,10000
1569,10000
3171,10000
374,10000
8994,10000
1254,10000
718,10000
9331,10000
5456,10000
9493,10000
4153,10000
4635,10000
9071,10000
2538,10000
1658,10000
1118,10000
4288,10000
6846,10000
2529,10000
494,10000
6860,10000
1087,10000
3112,10000
8714,10000
6438,10000
7580,10000
5649,10000
482,10000
7269,10000
1540,10000
2443,10000
6949,10000
4295,10000
3469,10000
9737,10000
1784,10000
1133,10000
1317,10000
9962,10000
1706,10000
1685,10000
3893,10000
148,10000
3198,10000
6199,10000
7618,10000
7215,10000
1662,10000
6448,10000
8413,10000
5512,10000
9022,10000
1802,10000
7678,10000
2412,10000
8031,10000
8530,10000
4051,10000
7725,10000
8855,10000
283,10000
7155,10000
4178,10000
5716,10000
4596,10000
2522,10000
4189,10000
8440,10000
5372,10000
2062,10000
3895,10000
5223,10000
3568,10000
1231,10000
4840,10000
5310,10000
39,10000
3270,10000
2394,10000
4999,10000
4887,10000
9515,10000
616,10000
7714,10000
116,10000
7084,10000
1197,10000
6953,10000
2040,10000
7495,10000
7305,10000
6696,10000
6966,10000
4339,10000
4774,10000
7393,10000
2411,10000
7577,10000
7511,10000
2274,10000
4445,10000
1372,10000
8981,10000
3186,10000
8214,10000
9560,10000
443,10000
9717,10000
6171,10000
5825,10000
9001,10000
4828,10000
1699,10000
1223,10000
6634,10000
2203,10000
3470,10000
5413,10000
5596,10000
1727,10000
3570,10000
6371,10000
3845,10000
8261,10000
8350,10000
4176,10000
4961,10000
2116,10000
6771,10000
7979,10000
8075,10000
211,10000
3040,10000
1274,10000
8891,10000
1155,10000
1307,10000
1225,10000
8558,10000
7674,10000
3913,10000
182,10000
3070,10000
3903,10000
7981,10000
4738,10000
8762,10000
9670,10000
1648,10000
3801,10000
8030,10000
8910,10000
2257,10000
1012,10000
5163,10000
8279,10000
7129,10000
8649,10000
5020,10000
7126,10000
7175,10000
9262,10000
4766,10000
965,10000
1810,10000
7825,10000
8764,10000
4597,10000
8813,10000
9603,10000
1053,10000
8295,10000
4383,10000
2906,10000
4942,10000
4746,10000
8846,10000
3075,10000
7838,10000
7532,10000
1550,10000
9475,10000
1119,10000
8400,10000
4322,10000
7632,10000
3511,10000
8029,10000
4257,10000
8081,10000
7953,10000
6920,10000
4072,10000
548,10000
2957,10000
868,10000
2950,10000
9315,10000
4415,10000
1756,10000
6364,10000
7901,10000
448,10000
4495,10000
5604,10000
2972,10000
7990,10000
1441,10000
9692,10000
9189,10000
8203,10000
7709,10000
655,10000
2714,10000
1344,10000
5158,10000
3207,10000
5217,10000
8297,10000
8562,10000
